Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 18:00,2021,4,16,18:00,14.7,8.5,66,28,9,32.2,102.13,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 19:00,2021,4,16,19:00,12.2,8.5,78,28,4,32.2,102.11,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 20:00,2021,4,16,20:00,11.3,9.4,88,25,7,24.1,102.14,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 21:00,2021,4,16,21:00,11.2,9.3,88,36,3,24.1,102.14,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 22:00,2021,4,16,22:00,9.9,8.7,92,30,3,24.1,102.14,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 23:00,2021,4,16,23:00,10.7,7.3,79,2,4,24.1,102.18,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 0:00,2021,4,17,0:00,9.1,4.8,74,33,4,24.1,102.22,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 1:00,2021,4,17,1:00,6.7,3.3,79,36,6,24.1,102.24,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 2:00,2021,4,17,2:00,9.4,3.1,65,36,2,24.1,102.25,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 3:00,2021,4,17,3:00,6.9,3.6,79,36,2,24.1,102.28,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 4:00,2021,4,17,4:00,7.2,2.8,73,25,6,24.1,102.31,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 5:00,2021,4,17,5:00,6.2,3,79,33,4,32.2,102.32,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 6:00,2021,4,17,6:00,7.5,4.4,80,10,13,40.2,102.34,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 7:00,2021,4,17,7:00,11.1,5.1,66,3,8,40.2,102.38,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 8:00,2021,4,17,8:00,14.2,4.2,51,36,2,40.2,102.39,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 9:00,2021,4,17,9:00,15.5,6.4,54,32,5,40.2,102.39,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 10:00,2021,4,17,10:00,17.2,6.5,49,28,10,40.2,102.39,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 11:00,2021,4,17,11:00,16.2,6.1,51,27,13,40.2,102.38,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 12:00,2021,4,17,12:00,16.6,8.6,59,27,12,40.2,102.35,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 13:00,2021,4,17,13:00,17,6.8,51,27,13,40.2,102.33,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 14:00,2021,4,17,14:00,17.7,8.8,56,28,10,40.2,102.28,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 15:00,2021,4,17,15:00,18.6,9.1,53,29,9,40.2,102.2,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 16:00,2021,4,17,16:00,17.9,10.2,60,28,9,40.2,102.17,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 17:00,2021,4,17,17:00,17.5,9.2,58,29,9,40.2,102.12,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 18:00,2021,4,17,18:00,15.5,8.6,63,28,8,40.2,102.06,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 19:00,2021,4,17,19:00,12.8,8.4,75,29,5,40.2,102.03,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 20:00,2021,4,17,20:00,11.9,9.1,83,27,5,40.2,102.05,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 21:00,2021,4,17,21:00,11.2,10.5,96,22,7,32.2,102.05,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 22:00,2021,4,17,22:00,10.6,10.1,97,23,7,32.2,102.06,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-17 23:00,2021,4,17,23:00,10.7,10.5,98,36,3,32.2,102.08,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 0:00,2021,4,18,0:00,10.2,9.7,97,36,3,32.2,102.08,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 1:00,2021,4,18,1:00,9.8,7.8,87,7,5,32.2,102.1,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 2:00,2021,4,18,2:00,7.9,4.7,80,36,3,32.2,102.12,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 3:00,2021,4,18,3:00,7.6,3.7,76,34,8,32.2,102.16,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 4:00,2021,4,18,4:00,6.6,3.8,82,36,3,32.2,102.15,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 5:00,2021,4,18,5:00,7.7,3.2,73,10,11,32.2,102.14,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 6:00,2021,4,18,6:00,8.1,3.6,74,36,2,40.2,102.15,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 7:00,2021,4,18,7:00,11.5,7,74,36,1,40.2,102.16,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 8:00,2021,4,18,8:00,13.3,8.5,73,23,8,40.2,102.14,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 9:00,2021,4,18,9:00,13.9,7.7,66,21,13,40.2,102.13,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 10:00,2021,4,18,10:00,15.4,7.7,60,26,9,40.2,102.12,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 11:00,2021,4,18,11:00,16.2,5.1,48,24,7,40.2,102.1,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 12:00,2021,4,18,12:00,16.6,5.4,47,25,12,40.2,102.04,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 13:00,2021,4,18,13:00,16.8,5.9,48,25,14,40.2,102.01,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 14:00,2021,4,18,14:00,17.2,6.8,50,24,10,40.2,101.96,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 15:00,2021,4,18,15:00,17.8,7.8,52,25,11,40.2,101.91,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 16:00,2021,4,18,16:00,17.1,10.5,64,25,13,40.2,101.84,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 17:00,2021,4,18,17:00,16.5,7.3,54,25,10,40.2,101.82,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 18:00,2021,4,18,18:00,16.1,9.1,63,26,3,40.2,101.77,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 19:00,2021,4,18,19:00,14.6,6.7,59,26,3,32.2,101.74,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 20:00,2021,4,18,20:00,14,5.3,56,23,5,32.2,101.8,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 21:00,2021,4,18,21:00,12.1,6.2,67,36,4,32.2,101.84,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 22:00,2021,4,18,22:00,12.4,5.3,62,6,3,32.2,101.92,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-18 23:00,2021,4,18,23:00,12.9,6.6,65,14,5,32.2,101.97,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 0:00,2021,4,19,0:00,11.4,7.2,75,20,10,32.2,102.04,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 1:00,2021,4,19,1:00,9.2,5.7,78,35,6,32.2,102.12,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 2:00,2021,4,19,2:00,11.1,7.3,77,5,4,32.2,102.15,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 3:00,2021,4,19,3:00,10.9,4.4,64,3,6,32.2,102.22,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 4:00,2021,4,19,4:00,9.3,2.4,62,0,1,32.2,102.27,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 5:00,2021,4,19,5:00,7.4,2.7,72,36,2,40.2,102.31,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 6:00,2021,4,19,6:00,8.9,2.8,66,36,3,40.2,102.37,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 7:00,2021,4,19,7:00,14.6,0.5,38,8,16,40.2,102.4,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 8:00,2021,4,19,8:00,16.5,0.5,34,6,14,40.2,102.42,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 9:00,2021,4,19,9:00,17.7,5.1,43,36,2,40.2,102.43,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 10:00,2021,4,19,10:00,17.6,3.5,39,31,18,40.2,102.43,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 11:00,2021,4,19,11:00,16.5,6.5,51,28,23,40.2,102.41,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 12:00,2021,4,19,12:00,17.1,4.6,43,27,21,40.2,102.39,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 13:00,2021,4,19,13:00,18,3.8,39,28,19,40.2,102.36,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 14:00,2021,4,19,14:00,18.5,4,38,28,17,40.2,102.31,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 15:00,2021,4,19,15:00,19.1,3.2,35,26,17,40.2,102.27,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 16:00,2021,4,19,16:00,18.9,3.8,37,29,13,40.2,102.22,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 17:00,2021,4,19,17:00,18.6,0.7,30,31,12,40.2,102.17,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 18:00,2021,4,19,18:00,16.6,3.4,41,31,11,40.2,102.12,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 19:00,2021,4,19,19:00,15.2,4.9,50,30,4,40.2,102.09,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 20:00,2021,4,19,20:00,14.5,4.9,52,26,3,40.2,102.11,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 21:00,2021,4,19,21:00,12.6,1.3,46,3,3,32.2,102.13,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 22:00,2021,4,19,22:00,12.4,1.6,47,4,3,32.2,102.12,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-19 23:00,2021,4,19,23:00,10.2,0,49,36,1,32.2,102.13,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 0:00,2021,4,20,0:00,11.2,2.5,55,7,5,32.2,102.17,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 1:00,2021,4,20,1:00,10.4,1.9,56,36,2,32.2,102.19,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 2:00,2021,4,20,2:00,9.5,3.2,65,33,8,32.2,102.22,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 3:00,2021,4,20,3:00,6.7,1.2,68,10,10,32.2,102.24,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 4:00,2021,4,20,4:00,5.8,0.5,68,33,3,32.2,102.26,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 5:00,2021,4,20,5:00,7.8,1.8,66,9,5,32.2,102.27,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 6:00,2021,4,20,6:00,8.5,1.5,62,9,5,40.2,102.31,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 7:00,2021,4,20,7:00,11.6,2.4,53,10,5,40.2,102.34,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 8:00,2021,4,20,8:00,13.4,1.4,44,16,5,40.2,102.36,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 9:00,2021,4,20,9:00,13.1,5.6,60,24,11,40.2,102.36,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 10:00,2021,4,20,10:00,14.2,7.1,62,25,13,40.2,102.34,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 11:00,2021,4,20,11:00,14.5,4.7,51,26,11,40.2,102.32,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 12:00,2021,4,20,12:00,15.2,4.9,50,26,13,40.2,102.26,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 13:00,2021,4,20,13:00,15.9,5.9,51,26,10,40.2,102.2,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 14:00,2021,4,20,14:00,16.3,3.8,43,25,11,40.2,102.16,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 15:00,2021,4,20,15:00,16.4,5.1,47,26,12,40.2,102.08,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 16:00,2021,4,20,16:00,15.7,8.1,60,25,13,40.2,102.01,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 17:00,2021,4,20,17:00,15.6,9.2,65,26,12,32.2,101.96,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 18:00,2021,4,20,18:00,14.7,9.7,72,28,11,32.2,101.91,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 19:00,2021,4,20,19:00,11.8,8.5,80,29,13,32.2,101.84,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 20:00,2021,4,20,20:00,11.1,9.2,88,27,7,32.2,101.85,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 21:00,2021,4,20,21:00,11.8,9.7,87,21,5,32.2,101.84,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 22:00,2021,4,20,22:00,10,8.1,88,18,7,32.2,101.86,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-20 23:00,2021,4,20,23:00,10.7,8.5,86,36,1,32.2,101.86,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 0:00,2021,4,21,0:00,9.8,6.9,82,36,3,32.2,101.88,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 1:00,2021,4,21,1:00,7.6,5.6,87,36,3,32.2,101.88,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 2:00,2021,4,21,2:00,8.3,4.7,78,14,4,32.2,101.88,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 3:00,2021,4,21,3:00,9.4,6.3,81,22,3,32.2,101.89,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 4:00,2021,4,21,4:00,8.8,4.6,75,9,11,32.2,101.91,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 5:00,2021,4,21,5:00,9.4,3.8,68,3,4,32.2,101.89,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 6:00,2021,4,21,6:00,8,4.3,77,36,2,32.2,101.94,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 7:00,2021,4,21,7:00,11.3,5.6,68,36,5,32.2,101.95,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 8:00,2021,4,21,8:00,12.8,9.1,78,29,19,32.2,101.94,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 9:00,2021,4,21,9:00,13,9.3,78,30,23,32.2,101.9,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 10:00,2021,4,21,10:00,13.4,9.2,75,28,16,32.2,101.85,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 11:00,2021,4,21,11:00,14.4,10.2,76,29,19,32.2,101.82,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 12:00,2021,4,21,12:00,14.5,9,69,28,18,32.2,101.75,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 13:00,2021,4,21,13:00,14.7,8.9,68,26,10,32.2,101.66,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 14:00,2021,4,21,14:00,13.9,9.3,74,27,20,32.2,101.61,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 15:00,2021,4,21,15:00,14.8,10.1,73,27,16,32.2,101.51,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 16:00,2021,4,21,16:00,14.1,8.7,70,26,16,32.2,101.41,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 17:00,2021,4,21,17:00,14.1,8.7,70,23,8,32.2,101.32,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 18:00,2021,4,21,18:00,14.1,8.2,67,17,10,32.2,101.25,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 19:00,2021,4,21,19:00,13.2,8.2,72,26,26,32.2,101.14,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 20:00,2021,4,21,20:00,12.9,7.7,70,26,26,32.2,101.13,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 21:00,2021,4,21,21:00,13.2,5.8,61,27,37,32.2,101.11,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 22:00,2021,4,21,22:00,12,7.5,74,30,30,32.2,101.09,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-21 23:00,2021,4,21,23:00,11.1,8.1,81,28,25,32.2,101.09,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 0:00,2021,4,22,0:00,10.9,8.1,83,30,26,32.2,101.1,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 1:00,2021,4,22,1:00,10.3,8.1,86,29,17,32.2,101.09,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 2:00,2021,4,22,2:00,10.1,8,87,30,21,32.2,101.08,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 3:00,2021,4,22,3:00,7.5,6.4,93,3,9,32.2,101.11,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 4:00,2021,4,22,4:00,8.5,5.6,82,36,7,32.2,101.15,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 5:00,2021,4,22,5:00,7.8,6.2,90,31,14,40.2,101.2,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 6:00,2021,4,22,6:00,9.1,7.3,89,34,10,32.2,101.26,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 7:00,2021,4,22,7:00,11.3,8.1,80,31,22,32.2,101.33,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 8:00,2021,4,22,8:00,11.4,7.8,78,31,18,32.2,101.36,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 9:00,2021,4,22,9:00,12.2,7.5,72,30,28,32.2,101.34,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 10:00,2021,4,22,10:00,12.7,7.8,72,29,24,32.2,101.34,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 11:00,2021,4,22,11:00,13.5,8.6,72,29,26,32.2,101.36,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 12:00,2021,4,22,12:00,13.7,8.3,69,30,22,32.2,101.35,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 13:00,2021,4,22,13:00,13.8,8.2,68,28,15,32.2,101.34,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 14:00,2021,4,22,14:00,14,8.1,67,26,13,32.2,101.33,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 15:00,2021,4,22,15:00,13.7,7.7,66,21,9,32.2,101.27,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 16:00,2021,4,22,16:00,14.4,8.2,66,21,9,32.2,101.23,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 17:00,2021,4,22,17:00,15,6.5,57,20,15,32.2,101.2,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 18:00,2021,4,22,18:00,14.5,7.1,61,19,15,32.2,101.17,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 19:00,2021,4,22,19:00,13.1,6.2,63,17,10,32.2,101.17,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 20:00,2021,4,22,20:00,11.4,6.5,72,10,12,24.1,101.22,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 21:00,2021,4,22,21:00,11.5,7.2,75,8,12,24.1,101.26,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 22:00,2021,4,22,22:00,10.8,7,77,9,15,24.1,101.26,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-22 23:00,2021,4,22,23:00,11.3,6.6,72,8,13,24.1,101.27,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 0:00,2021,4,23,0:00,11.2,6.1,71,6,12,24.1,101.27,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 1:00,2021,4,23,1:00,8.6,5.5,81,11,14,24.1,101.27,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 2:00,2021,4,23,2:00,9.3,5.8,78,10,18,24.1,101.29,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 3:00,2021,4,23,3:00,9.5,5.6,77,9,21,24.1,101.29,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 4:00,2021,4,23,4:00,9.5,6.3,80,10,22,24.1,101.29,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 5:00,2021,4,23,5:00,9.9,6.7,80,9,25,24.1,101.3,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 6:00,2021,4,23,6:00,10,7.2,83,10,18,24.1,101.35,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 7:00,2021,4,23,7:00,10.6,7.8,83,9,17,32.2,101.38,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 8:00,2021,4,23,8:00,11.6,7.4,75,13,25,32.2,101.39,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 9:00,2021,4,23,9:00,11.2,6.8,74,12,20,32.2,101.4,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 10:00,2021,4,23,10:00,13.3,7.2,66,12,21,32.2,101.38,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 11:00,2021,4,23,11:00,12.9,6.7,66,13,21,32.2,101.37,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 12:00,2021,4,23,12:00,13.5,6.3,62,15,18,32.2,101.33,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 13:00,2021,4,23,13:00,12.9,7,67,13,17,32.2,101.31,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 14:00,2021,4,23,14:00,13.6,6.8,63,8,11,32.2,101.26,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 15:00,2021,4,23,15:00,13.7,6.2,60,11,15,32.2,101.18,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 16:00,2021,4,23,16:00,13.6,6.5,62,12,10,32.2,101.11,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 17:00,2021,4,23,17:00,13.1,6.6,65,14,14,24.1,101.08,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 18:00,2021,4,23,18:00,12.8,6.8,67,13,10,24.1,101.02,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 19:00,2021,4,23,19:00,12.2,6.5,68,14,13,19.3,100.99,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 20:00,2021,4,23,20:00,11.8,6.7,71,13,12,24.1,101.01,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 21:00,2021,4,23,21:00,11.1,8,81,14,9,24.1,101.01,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 22:00,2021,4,23,22:00,10.7,8.5,86,10,11,24.1,101,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-23 23:00,2021,4,23,23:00,10.4,8.7,89,10,16,19.3,101.01,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 0:00,2021,4,24,0:00,9.3,8.6,95,19,8,19.3,101.01,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 1:00,2021,4,24,1:00,9.2,8.3,94,9,4,19.3,100.95,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 2:00,2021,4,24,2:00,9.2,8.3,94,14,7,19.3,100.92,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 3:00,2021,4,24,3:00,8.8,7.6,92,16,10,19.3,100.9,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 4:00,2021,4,24,4:00,8.6,7.9,95,13,9,19.3,100.87,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 5:00,2021,4,24,5:00,8.3,7.7,95,13,8,16.1,100.85,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 6:00,2021,4,24,6:00,8.5,7.8,95,14,9,32.2,100.85,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 7:00,2021,4,24,7:00,8.7,7.8,94,12,10,32.2,100.84,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 8:00,2021,4,24,8:00,9.3,7.9,91,10,12,24.1,100.82,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 9:00,2021,4,24,9:00,10,7.9,87,11,9,32.2,100.8,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 10:00,2021,4,24,10:00,10.5,7.6,82,15,5,32.2,100.79,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 11:00,2021,4,24,11:00,9.7,8.6,93,12,9,24.1,100.78,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 12:00,2021,4,24,12:00,9.8,7.6,86,25,4,32.2,100.73,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 13:00,2021,4,24,13:00,9.8,8,88,8,10,24.1,100.71,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 14:00,2021,4,24,14:00,11,7.5,79,13,14,32.2,100.67,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-24 15:00,2021,4,24,15:00,11.3,7.9,80,15,13,32.2,100.63,Rain Showers
